proposer_name,responder_name,proposer_race,responder_race
Mr. Trinh,Mr. Snyder,Asian,White
Mr. Huynh,Ms. Chiu,Asian,Asian
Ms. Rosales,Mr. Hartman,Hispanic,White
Ms. Oneill,Ms. Gonzalez,White,Hispanic
Ms. Cao,Mr. Trevino,Asian,Hispanic
Ms. Bitsilly,Ms. Soto,Native,Hispanic
Ms. Huffman,Mr. Salas,White,Hispanic
Mr. Calabaza,Ms. Hartman,Native,White
Mr. Edouard,Mr. Gutierrez,Black,Hispanic
Mr. Yellowman,Mr. Figueroa,Native,Hispanic
Mr. Mccarthy,Ms. Espinoza,White,Hispanic
Mr. Altaha,Ms. Runningcrane,Native,Native
Mr. Sexton,Ms. Whiteface,White,Native
Mr. Kim,Ms. Zhou,Asian,Asian
Mr. Gadson,Mr. Morales,Black,Hispanic
Ms. Secatero,Ms. Kang,Native,Asian
Ms. Kramer,Ms. Bullbear,White,Native
Mr. Chu,Ms. Blackhorse,Asian,Native
Mr. Wagner,Mr. Tsethlikai,White,Native
Ms. Lopez,Mr. Owusu,Hispanic,Black
Mr. Dorvil,Ms. Torres,Black,Hispanic
Mr. Rosales,Ms. Hartman,Hispanic,White
Mr. Eriacho,Mr. Delgado,Native,Hispanic
Ms. Mueller,Ms. Cowboy,White,Native
Ms. Nguyen,Mr. Thai,Asian,Asian
Mr. Ethelbah,Mr. Flynn,Native,White
Ms. Lu,Mr. Schaefer,Asian,White
Mr. Marquez,Mr. Luong,Hispanic,Asian
Ms. Boykins,Mr. Dao,Black,Asian
Ms. Zamora,Mr. Berhane,Hispanic,Black
Mr. Standingrock,Ms. Soto,Native,Hispanic
Ms. Huynh,Mr. Orozco,Asian,Hispanic
Mr. Salazar,Ms. Jalloh,Hispanic,Black
Mr. Pierrelouis,Ms. Cowboy,Black,Native
Mr. Hurley,Ms. Friedman,White,White
Ms. Bangura,Mr. Hanson,Black,White
Mr. Truong,Ms. Shaffer,Asian,White
Mr. Cho,Mr. Trevino,Asian,Hispanic
Mr. Boyle,Ms. Prophete,White,Black
Ms. Kamara,Mr. Mueller,Black,White
Mr. Jalloh,Ms. Leung,Black,Asian
Mr. Ayala,Mr. Rivas,Hispanic,Hispanic
Ms. Zhao,Ms. Bitsuie,Asian,Native
Mr. Mayer,Ms. Todacheenie,White,Native
Ms. Mondesir,Ms. Edouard,Black,Black
Mr. Kanuho,Ms. Chavez,Native,Hispanic
Ms. Zhou,Mr. Parsons,Asian,White
Ms. Bitsilly,Mr. Dinh,Native,Asian
Mr. Werito,Mr. Ko,Native,Asian
Mr. Xiong,Mr. Hailu,Asian,Black
Mr. Cowboy,Ms. Sharma,Native,Asian
Mr. Wolfe,Mr. Tang,White,Asian
Ms. Alvarado,Mr. Calabaza,Hispanic,Native
Mr. Kramer,Mr. Bullbear,White,Native
Mr. Becker,Mr. Tapaha,White,Native
Mr. Phan,Mr. Saintlouis,Asian,Black
Mr. Jalloh,Ms. Russo,Black,White
Ms. Cervantes,Ms. Zhang,Hispanic,Asian
Ms. Rodriguez,Ms. Reilly,Hispanic,White
Mr. Mayweather,Mr. Goldtooth,Black,Native
Ms. Zhang,Ms. Crane,Asian,White
Mr. Keams,Ms. Stein,Native,White
Ms. Salazar,Mr. Yang,Hispanic,Asian
Mr. Ibarra,Mr. Tabaha,Hispanic,Native
Mr. Brandt,Mr. Begum,White,Asian
Mr. Ibarra,Ms. Tabaha,Hispanic,Native
Mr. Kidane,Mr. Arcoren,Black,Native
Ms. Notah,Mr. Rasmussen,Native,White
Ms. Lor,Ms. Alvarado,Asian,Hispanic
Ms. Ko,Mr. Suarez,Asian,Hispanic
Ms. Flynn,Ms. Littlewhiteman,White,Native
Mr. Jeanlouis,Mr. Mensah,Black,Black
Mr. Heavyrunner,Ms. Knapp,Native,White
Ms. Delgado,Mr. Todacheene,Hispanic,Native
Ms. Dong,Ms. Bitsie,Asian,Native
Mr. Edouard,Mr. Saintlouis,Black,Black
Ms. Colelay,Ms. Dominguez,Native,Hispanic
Mr. Ahasteen,Ms. Keams,Native,Native
Mr. Nielsen,Mr. Zuniga,White,Hispanic
Mr. Gadson,Ms. Johnston,Black,White
Ms. Flynn,Ms. Contreras,White,Hispanic
Mr. Frimpong,Mr. Hurley,Black,White
Mr. Delgado,Ms. Hyppolite,Hispanic,Black
Ms. Duffy,Ms. Whiteplume,White,Native
Ms. Dayzie,Mr. Yellowhair,Native,Native
Ms. Becenti,Ms. Huffman,Native,White
Mr. Jeanlouis,Mr. Clitso,Black,Native
Ms. Cheung,Ms. Abebe,Asian,Black
Ms. Guo,Mr. Jeancharles,Asian,Black
Ms. Velez,Ms. Vasquez,Hispanic,Hispanic
Mr. Fluellen,Mr. Hyppolite,Black,Black
Mr. Boateng,Ms. Salas,Black,Hispanic
Ms. Hensley,Ms. Mayer,White,White
Ms. Zheng,Mr. Sanchez,Asian,Hispanic
Mr. Bullbear,Ms. Molina,Native,Hispanic
Mr. Lopez,Ms. Zhou,Hispanic,Asian
Ms. Beyene,Ms. Su,Black,Asian
Ms. Ng,Ms. Peshlakai,Asian,Native
Ms. Poorbear,Mr. Gao,Native,Asian
Mr. Talayumptewa,Ms. Yang,Native,Asian
Mr. Rasmussen,Ms. Ho,White,Asian
Mr. Reilly,Mr. Hailu,White,Black
Mr. Kline,Mr. Sharma,White,Asian
Ms. Herrera,Ms. Desir,Hispanic,Black
Mr. Bedonie,Ms. Johnston,Native,White
Ms. Conteh,Mr. Robles,Black,Hispanic
Mr. Calabaza,Mr. Sow,Native,Black
Ms. Dong,Ms. Martinez,Asian,Hispanic
Ms. Swanson,Ms. Galvan,White,Hispanic
Mr. Boykins,Mr. Attakai,Black,Native
Mr. Brennan,Mr. Okafor,White,Black
Ms. Cisse,Mr. Galvan,Black,Hispanic
Mr. Ibarra,Ms. Mondesir,Hispanic,Black
Ms. Oh,Mr. Orozco,Asian,Hispanic
Mr. Blankenship,Mr. Calixte,White,Black
Mr. Schmidt,Mr. Duong,White,Asian
Mr. Herman,Mr. Chen,White,Asian
Mr. Lesane,Mr. Shaffer,Black,White
Ms. Kallestewa,Mr. Salazar,Native,Hispanic
Ms. Hess,Ms. Addo,White,Black
Ms. Lozano,Ms. Sanchez,Hispanic,Hispanic
Ms. Meyer,Ms. Conteh,White,Black
Ms. Begay,Mr. Kamara,Native,Black
Ms. Patel,Mr. Tsinnie,Asian,Native
Ms. Ojo,Ms. Gomez,Black,Hispanic
Mr. Donovan,Mr. Littlewhiteman,White,Native
Mr. Jensen,Ms. Xu,White,Asian
Mr. Alvarez,Mr. Ruiz,Hispanic,Hispanic
Mr. Mejia,Mr. Truong,Hispanic,Asian
Ms. Berger,Mr. Avila,White,Hispanic
Ms. Warsame,Mr. Tam,Black,Asian
Ms. Berg,Ms. Osei,White,Black
Ms. Campos,Ms. Vega,Hispanic,Hispanic
Ms. Guzman,Mr. Yepa,Hispanic,Native
Ms. Belizaire,Mr. Saintil,Black,Black
Mr. Cao,Ms. Vo,Asian,Asian
Ms. Schroeder,Mr. Jeanpierre,White,Black
Ms. Cho,Ms. Trevino,Asian,Hispanic
Ms. Okeke,Mr. Orozco,Black,Hispanic
Ms. Shije,Mr. Larson,Native,White
Ms. Njoroge,Mr. Cheng,Black,Asian
Mr. Cowboy,Mr. Mccarthy,Native,White
Mr. Sanchez,Mr. Dorvil,Hispanic,Black
Mr. Vega,Ms. Petersen,Hispanic,White
Ms. Pham,Ms. Knapp,Asian,White
Ms. Odonnell,Mr. Lesane,White,Black
Mr. Schroeder,Mr. Jeanpierre,White,Black
Mr. Liang,Ms. Ma,Asian,Asian
Ms. Declay,Mr. Castillo,Native,Hispanic
Ms. Meza,Mr. Odonnell,Hispanic,White
Mr. Zheng,Ms. Sanchez,Asian,Hispanic
Ms. Melendez,Mr. Beck,Hispanic,White
Ms. Boateng,Ms. Apachito,Black,Native
Mr. Kebede,Mr. Abdullahi,Black,Black
Mr. Hahn,Ms. Wolfe,White,White
Ms. Traore,Ms. Hahn,Black,White
Ms. Shah,Mr. Dominguez,Asian,Hispanic
Ms. Schaefer,Mr. Han,White,Asian
Mr. Blackgoat,Ms. Ko,Native,Asian
Mr. Goseyun,Mr. Yi,Native,Asian
Ms. Blankenship,Mr. Hanson,White,White
Mr. Ravenell,Ms. Begum,Black,Asian
Ms. Sesay,Mr. Duffy,Black,White
Ms. Stark,Ms. Krueger,White,White
Mr. Okafor,Mr. Cheung,Black,Asian
Mr. Secatero,Mr. Velazquez,Native,Hispanic
Mr. Hailu,Ms. Pena,Black,Hispanic
Ms. Huang,Ms. Zhang,Asian,Asian
Ms. Atcitty,Ms. Kang,Native,Asian
Ms. Cephas,Ms. Yoo,Black,Asian
Ms. Straughter,Ms. Lawal,Black,Black
Mr. Ayala,Ms. Hoang,Hispanic,Asian
Ms. Bitsie,Ms. Hardnett,Native,Black
Mr. Wigfall,Ms. Owusu,Black,Black
Mr. Bigcrow,Mr. Mayweather,Native,Black
Mr. Li,Mr. Meyer,Asian,White
Mr. Schaefer,Mr. Mekonnen,White,Black
Mr. Hensley,Ms. Mayer,White,White
Mr. Whitehat,Ms. Bienaime,Native,Black
Mr. Whitehat,Ms. Espinoza,Native,Hispanic
Ms. Ulysse,Mr. Song,Black,Asian
Ms. Espinoza,Mr. Owusu,Hispanic,Black
Ms. He,Ms. Avila,Asian,Hispanic
Mr. Manuelito,Ms. Bullbear,Native,Native
Mr. Meyer,Ms. Yang,White,Asian
Mr. Castaneda,Ms. Diallo,Hispanic,Black
Mr. Crane,Mr. Ko,White,Asian
Mr. Bui,Ms. Larson,Asian,White
Ms. Wolf,Mr. Secody,White,Native
Ms. Garcia,Ms. Leaks,Hispanic,Black
Ms. Wu,Ms. Avila,Asian,Hispanic
Ms. Fluellen,Mr. Li,Black,Asian
Mr. Oh,Mr. Orozco,Asian,Hispanic
Mr. Benally,Ms. Vue,Native,Asian
Ms. Parsons,Ms. Choi,White,Asian
Mr. Kallestewa,Mr. Bitsilly,Native,Native
Mr. Fofana,Mr. Desai,Black,Asian
Ms. Yepa,Ms. Asare,Native,Black
Ms. Christensen,Ms. Secatero,White,Native
Mr. Kidane,Ms. Jimenez,Black,Hispanic
Mr. Okoro,Ms. Calixte,Black,Black
Ms. Sandoval,Ms. Alvarez,Hispanic,Hispanic
Mr. Fofana,Ms. Desai,Black,Asian
Ms. Ma,Ms. Bitsui,Asian,Native
Ms. Tesfaye,Ms. Addo,Black,Black
Ms. Guo,Mr. Kameroff,Asian,Native
Ms. Mohamud,Mr. Hensley,Black,White
Mr. Fuentes,Ms. He,Hispanic,Asian
Ms. Desir,Ms. Haskie,Black,Native
Ms. Metellus,Ms. Diop,Black,Black
Ms. Yeboah,Mr. Blankenship,Black,White
Ms. Saintil,Mr. Ojo,Black,Black
Ms. Salazar,Mr. Goldtooth,Hispanic,Native
Mr. Larson,Mr. Conteh,White,Black
Ms. Peshlakai,Ms. Lu,Native,Asian
Mr. Maldonado,Ms. Ng,Hispanic,Asian
Mr. Torres,Mr. Jeanpierre,Hispanic,Black
Ms. Soto,Mr. Smallcanyon,Hispanic,Native
Ms. Jeanjacques,Mr. Thai,Black,Asian
Mr. Thao,Ms. Tabaha,Asian,Native
Mr. Yoo,Mr. Schroeder,Asian,White
Ms. Gupta,Ms. Lai,Asian,Asian
Mr. Ndiaye,Ms. Tapaha,Black,Native
Mr. Pineda,Mr. Blueeyes,Hispanic,Native
Ms. Diop,Ms. Becenti,Black,Native
Mr. Chau,Ms. Vassell,Asian,Black
Ms. Vang,Mr. Contreras,Asian,Hispanic
Mr. Chavez,Ms. Lor,Hispanic,Asian
Mr. Sanchez,Ms. Trevino,Hispanic,Hispanic
Mr. Gomez,Ms. Ochoa,Hispanic,Hispanic
Mr. Veasley,Ms. Leaks,Black,Black
Ms. Littledog,Ms. Jama,Native,Black
Ms. Wauneka,Ms. Lawal,Native,Black
Mr. Bitsui,Mr. Frimpong,Native,Black
Mr. Olsen,Mr. Delgarito,White,Native
Ms. Tam,Ms. Cisse,Asian,Black
Mr. Zhou,Mr. Mayweather,Asian,Black
Ms. Vazquez,Ms. Case,Hispanic,White
Mr. Tessay,Mr. Mendez,Native,Hispanic
Mr. Mahoney,Ms. Ng,White,Asian
Ms. Galvan,Mr. Becenti,Hispanic,Native
Ms. Vargas,Mr. Yoo,Hispanic,Asian
Mr. Gutierrez,Mr. Tam,Hispanic,Asian
Ms. Cosay,Ms. Yellowhair,Native,Native
Ms. Straughter,Ms. Duffy,Black,White
Mr. Whiteface,Mr. Olanna,Native,Native
Mr. Avila,Ms. Goldtooth,Hispanic,Native
Ms. Ramirez,Mr. Mora,Hispanic,Hispanic
Ms. Herman,Ms. Hurley,White,White
Ms. Tesfaye,Mr. Mueller,Black,White
Ms. Etsitty,Ms. Vu,Native,Asian
Ms. Prioleau,Mr. Kanuho,Black,Native
Ms. Gallagher,Ms. Duong,White,Asian
Ms. Molina,Ms. Keyonnie,Hispanic,Native
Ms. Bitsui,Mr. Weber,Native,White
Ms. Olanna,Ms. Exantus,Native,Black
Ms. Ahasteen,Mr. Boateng,Native,Black
Mr. Gallegos,Mr. Hu,Hispanic,Asian
Mr. Gallegos,Ms. Hu,Hispanic,Asian
Ms. Carlson,Ms. Birdinground,White,Native
Ms. Avila,Mr. Hernandez,Hispanic,Hispanic
Ms. Klein,Mr. Jeanlouis,White,Black
Mr. Whitehat,Mr. Olson,Native,White
Ms. Huffman,Mr. Blackgoat,White,Native
Ms. Juarez,Ms. Zimmerman,Hispanic,White
Ms. Conrad,Ms. Schroeder,White,White
Mr. Yu,Ms. Berger,Asian,White
Mr. Kallestewa,Mr. Boyle,Native,White
Mr. Wolfe,Mr. Runningcrane,White,Native
Ms. Cheng,Mr. Hanson,Asian,White
Ms. Case,Mr. Desai,White,Asian
Ms. Johnston,Mr. Heavyrunner,White,Native
Mr. Manigault,Mr. Rivera,Black,Hispanic
Mr. Conteh,Ms. Zhu,Black,Asian
Ms. Louissaint,Ms. Tsinnijinnie,Black,Native
Mr. Altaha,Ms. Peck,Native,White
Mr. Cisse,Mr. Tapaha,Black,Native
Ms. Whiteplume,Ms. Edouard,Native,Black
Ms. Tesfaye,Ms. Pineda,Black,Hispanic
Mr. Donovan,Ms. Prophete,White,Black
Ms. Yeboah,Ms. Goldtooth,Black,Native
Mr. Altaha,Mr. Runningcrane,Native,Native
Ms. Fuentes,Ms. Cosay,Hispanic,Native
Ms. Crane,Ms. Ko,White,Asian
Mr. Sesay,Mr. Sow,Black,Black
Ms. Oh,Ms. Beck,Asian,White
Ms. Belizaire,Mr. Reilly,Black,White
Mr. Molina,Ms. Hensley,Hispanic,White
Mr. Hess,Mr. Addo,White,Black
Ms. Stfleur,Ms. Hansen,Black,White
Ms. Zhao,Ms. Ajayi,Asian,Black
Ms. Chu,Ms. Chavez,Asian,Hispanic
Ms. Smallcanyon,Mr. Vega,Native,Hispanic
Mr. Exantus,Ms. Solis,Black,Hispanic
Ms. Crane,Ms. Mensah,White,Black
Mr. Ayala,Ms. Rivas,Hispanic,Hispanic
Ms. Yeboah,Ms. Blankenship,Black,White
Ms. Johnston,Mr. Nielsen,White,White
Mr. Schroeder,Mr. Hahn,White,White
Ms. Rojas,Ms. Calderon,Hispanic,Hispanic
Ms. Yohannes,Ms. Christensen,Black,White
Ms. Conteh,Ms. Walsh,Black,White
Mr. Bauer,Ms. Sesay,White,Black
Ms. Choi,Ms. Chiu,Asian,Asian
Mr. Ma,Ms. Duong,Asian,Asian
Ms. Stein,Ms. Campos,White,Hispanic
Ms. Rodriguez,Mr. Bekele,Hispanic,Black
Ms. Aguilar,Ms. Abebe,Hispanic,Black
Mr. Li,Ms. Ly,Asian,Asian
Ms. Stfleur,Ms. Beyene,Black,Black
Mr. Jensen,Mr. Benally,White,Native
Mr. Kline,Ms. Edouard,White,Black
Ms. Poorbear,Ms. Schroeder,Native,White
Mr. Todacheene,Mr. Begay,Native,Native
Mr. Kramer,Mr. Her,White,Asian
Ms. Yoo,Mr. Schroeder,Asian,White
Ms. Vasquez,Mr. Vasquez,Hispanic,Hispanic
Ms. Hoang,Ms. Declay,Asian,Native
Ms. Tabaha,Ms. Kidane,Native,Black
Ms. Cabrera,Mr. Parsons,Hispanic,White
Mr. Ng,Mr. Boyle,Asian,White
Ms. Mejia,Ms. Krueger,Hispanic,White
Ms. Soto,Ms. Brennan,Hispanic,White
Mr. Declay,Mr. Dang,Native,Asian
Ms. Owen,Ms. Etsitty,White,Native
Mr. Mcmahon,Mr. Laughing,White,Native
Mr. Kaur,Mr. Secody,Asian,Native
Ms. Ochoa,Ms. Vasquez,Hispanic,Hispanic
Ms. Nwosu,Mr. Notah,Black,Native
Ms. Nwosu,Mr. Hernandez,Black,Hispanic
Ms. Apachito,Mr. Calixte,Native,Black
Ms. Rangel,Mr. Belizaire,Hispanic,Black
Ms. Walsh,Ms. Littlelight,White,Native
Mr. Jeancharles,Mr. Rodriguez,Black,Hispanic
Mr. Cline,Ms. Meza,White,Hispanic
Mr. Gupta,Ms. Wauneka,Asian,Native
Ms. Mekonnen,Ms. Snyder,Black,White
Ms. Case,Ms. Dominguez,White,Hispanic
Mr. Keams,Ms. Guo,Native,Asian
Mr. Schmidt,Mr. Osei,White,Black
Mr. Yeboah,Ms. Goldtooth,Black,Native
Ms. Friedman,Mr. Sandoval,White,Hispanic
Ms. Vu,Ms. Medina,Asian,Hispanic
Mr. Morales,Ms. Peshlakai,Hispanic,Native
Mr. Schultz,Ms. Yoo,White,Asian
Ms. Stfleur,Mr. Hansen,Black,White
Ms. Suarez,Mr. Clitso,Hispanic,Native
Ms. Addo,Mr. Cephas,Black,Black
Ms. Schroeder,Mr. Tsosie,White,Native
Ms. Cheng,Ms. Nguyen,Asian,Asian
Mr. Velazquez,Mr. Altaha,Hispanic,Native
Ms. Mendez,Ms. Robles,Hispanic,Hispanic
Mr. Mahoney,Mr. Coaxum,White,Black
Mr. Vue,Mr. Secatero,Asian,Native
Ms. Smalls,Ms. Jeanbaptiste,Black,Black
Ms. Benallie,Ms. Grandberry,Native,Black
Ms. Calderon,Ms. Spottedhorse,Hispanic,Native
Ms. Keita,Ms. Talayumptewa,Black,Native
Ms. Keyonnie,Ms. Schmidt,Native,White
Mr. Orozco,Ms. Abebe,Hispanic,Black
Mr. Huffman,Mr. Salas,White,Hispanic
Mr. Meyer,Mr. Nielsen,White,White
Mr. Tabaha,Ms. Guo,Native,Asian
Ms. Cabrera,Ms. Le,Hispanic,Asian
Mr. Wauneka,Mr. Bitsilly,Native,Native
Mr. Kline,Ms. Littledog,White,Native
Ms. Arcoren,Mr. Castillo,Native,Hispanic
Mr. Larson,Ms. Boyle,White,White
Mr. Fry,Ms. Guo,White,Asian
Mr. Becenti,Mr. Wigfall,Native,Black
Mr. Berger,Mr. Avila,White,Hispanic
Mr. Brandt,Mr. Abebe,White,Black
Mr. Declay,Mr. Castillo,Native,Hispanic
Ms. Padilla,Ms. Stfleur,Hispanic,Black
Ms. Kidane,Ms. Jimenez,Black,Hispanic
Ms. Ravenell,Ms. Peck,Black,White
Ms. Shin,Ms. Blackgoat,Asian,Native
Ms. Keams,Mr. Owusu,Native,Black
Mr. Kwon,Mr. Kamara,Asian,Black
Ms. Peshlakai,Ms. Jeanpierre,Native,Black
Mr. Ahasteen,Ms. Sexton,Native,White
Mr. Keyonnie,Ms. Pan,Native,Asian
Ms. Benally,Ms. Rivera,Native,Hispanic
Mr. Gao,Ms. Cayaditto,Asian,Native
Ms. Serrano,Mr. Figueroa,Hispanic,Hispanic
Ms. Jain,Mr. Moreno,Asian,Hispanic
Mr. Ajayi,Ms. Olson,Black,White
Mr. Mayweather,Mr. Zhou,Black,Asian
Mr. Dominguez,Ms. Asare,Hispanic,Black
Mr. Diop,Ms. Huber,Black,White
Mr. Vasquez,Mr. Hoang,Hispanic,Asian
Ms. Okoro,Mr. Weiss,Black,White
Ms. Benallie,Ms. Rangel,Native,Hispanic
Mr. Reilly,Ms. Hailu,White,Black
Ms. Tabaha,Mr. Serrano,Native,Hispanic
Ms. Torres,Mr. Jeanpierre,Hispanic,Black
Mr. Duong,Ms. Kidane,Asian,Black
Mr. Ojo,Mr. Colelay,Black,Native
Mr. Todacheenie,Ms. Mayweather,Native,Black
Ms. Mahoney,Mr. Ng,White,Asian
Ms. Valenzuela,Ms. Crane,Hispanic,White
Ms. Keita,Ms. Lopez,Black,Hispanic
Mr. Her,Mr. Prophete,Asian,Black
Mr. Abebe,Ms. Yohannes,Black,Black
Ms. Schaefer,Mr. Wolf,White,White
Mr. Flynn,Mr. Traore,White,Black
Mr. Moreno,Mr. Juarez,Hispanic,Hispanic
Ms. Secatero,Mr. Velazquez,Native,Hispanic
Ms. Blueeyes,Ms. Yoo,Native,Asian
Mr. Edouard,Ms. Gutierrez,Black,Hispanic
Ms. Mondesir,Mr. Chasinghawk,Black,Native
Mr. Attakai,Ms. Clitso,Native,Native
Mr. Brennan,Ms. Lopez,White,Hispanic
Ms. Njoroge,Mr. Jeanjacques,Black,Black
Mr. Su,Ms. Saintil,Asian,Black
Ms. Whiteface,Mr. Gomez,Native,Hispanic
Ms. Luong,Ms. Chowdhury,Asian,Asian
Ms. Aguilar,Mr. Abebe,Hispanic,Black
Ms. Ayala,Mr. Beyene,Hispanic,Black
Ms. Wolf,Ms. Weiss,White,White
Mr. Salas,Mr. Escobar,Hispanic,Hispanic
Mr. Mekonnen,Mr. Appiah,Black,Black
Ms. Chinana,Mr. Pena,Native,Hispanic
Mr. Blackgoat,Ms. Sanchez,Native,Hispanic
Mr. He,Ms. Cheung,Asian,Asian
Ms. Altaha,Mr. Yan,Native,Asian
Mr. Jeanjacques,Mr. Bitsui,Black,Native
Ms. Delgado,Ms. Vo,Hispanic,Asian
Mr. Yang,Mr. Hess,Asian,White
Ms. Hsu,Ms. Werito,Asian,Native
Mr. Peck,Mr. Zhu,White,Asian
Mr. Littlelight,Ms. Chinana,Native,Native
Mr. Bigcrow,Mr. Chiu,Native,Asian
Ms. Dong,Mr. Cheung,Asian,Asian
Ms. Blackgoat,Ms. Talayumptewa,Native,Native
Ms. Duong,Ms. Kidane,Asian,Black
Ms. Sanchez,Ms. Chiu,Hispanic,Asian
Ms. Duffy,Mr. Whiteplume,White,Native
Mr. Liang,Ms. Melendez,Asian,Hispanic
Mr. Kamara,Ms. Serrano,Black,Hispanic
Ms. Flores,Mr. Pierrelouis,Hispanic,Black
Mr. Okeke,Ms. Cheng,Black,Asian
Mr. Mohamud,Mr. Vazquez,Black,Hispanic
Ms. Fluellen,Mr. Hyppolite,Black,Black
Mr. Velasquez,Mr. Vo,Hispanic,Asian
Ms. Vargas,Ms. Brennan,Hispanic,White
Ms. Moyer,Ms. Yohannes,White,Black
Ms. Hahn,Ms. Wolfe,White,White
Mr. Ha,Ms. Huynh,Asian,Asian
Ms. Garcia,Mr. Vega,Hispanic,Hispanic
Mr. Cervantes,Mr. Zhang,Hispanic,Asian
Ms. Tapaha,Ms. Begay,Native,Native
Mr. Hailu,Ms. Tadesse,Black,Black
Ms. Becker,Ms. Campos,White,Hispanic
Ms. Beyene,Ms. Schroeder,Black,White
Ms. Cowboy,Mr. Sharma,Native,Asian
Ms. Prophete,Ms. Rosales,Black,Hispanic
Ms. Torres,Ms. Jeanpierre,Hispanic,Black
Ms. Salinas,Ms. Belizaire,Hispanic,Black
Mr. Odonnell,Ms. Blueeyes,White,Native
Ms. Jeanpierre,Ms. Arcoren,Black,Native
Mr. Desta,Ms. Kaur,Black,Asian
Ms. Tsinnie,Ms. Wang,Native,Asian
Ms. Moua,Mr. Tabaha,Asian,Native
Ms. Crane,Mr. Blackhorse,White,Native
Ms. Meza,Ms. Saintlouis,Hispanic,Black
Ms. Whiteface,Mr. Fobbs,Native,Black
Mr. Adjei,Mr. Her,Black,Asian
Ms. Calabaza,Mr. Sow,Native,Black
Ms. Delgarito,Ms. Pineda,Native,Hispanic
Ms. Asare,Mr. Estrada,Black,Hispanic
Mr. Hsu,Mr. Werito,Asian,Native
Ms. Kramer,Mr. Figueroa,White,Hispanic
Ms. Dayzie,Ms. Padilla,Native,Hispanic
Ms. Lim,Ms. Donovan,Asian,White
Mr. Hu,Ms. Le,Asian,Asian
Mr. Traore,Mr. Hahn,Black,White
Mr. Alvarado,Mr. Kwon,Hispanic,Asian
Ms. Ethelbah,Ms. Dominguez,Native,Hispanic
Mr. Calabaza,Mr. Hartman,Native,White
Mr. Mendez,Ms. Friedman,Hispanic,White
Mr. Lim,Mr. Ng,Asian,Asian
Ms. Begay,Mr. Bauer,Native,White
Mr. Jalloh,Mr. Leung,Black,Asian
Ms. Wauneka,Mr. Ryan,Native,White
Ms. Dominguez,Mr. Bedonie,Hispanic,Native
Mr. Kallestewa,Ms. Bitsilly,Native,Native
Ms. Frimpong,Ms. Adjei,Black,Black
Ms. Goseyun,Mr. Cardenas,Native,Hispanic
Mr. Kramer,Ms. Tesfaye,White,Black
Mr. Jeanlouis,Ms. Conrad,Black,White
Mr. Parsons,Mr. Mueller,White,White
Mr. Macdonald,Mr. Benallie,White,Native
Mr. Henio,Mr. Stark,Native,White
Mr. Hoover,Ms. Xu,White,Asian
Ms. Trevino,Ms. Chasinghawk,Hispanic,Native
Ms. Vassell,Ms. Ayze,Black,Native
Ms. Salas,Ms. Escobar,Hispanic,Hispanic
Ms. Saintil,Ms. Cheung,Black,Asian
Ms. Vasquez,Mr. Diallo,Hispanic,Black
Ms. Tsethlikai,Mr. Kameroff,Native,Native
Ms. Vega,Mr. Diaz,Hispanic,Hispanic
Mr. Mekonnen,Ms. Benally,Black,Native
Ms. Balogun,Ms. Brandt,Black,White
Ms. Desir,Ms. Mondesir,Black,Black
Ms. Boyle,Ms. Prophete,White,Black
Mr. Jama,Ms. Mensah,Black,Black
Ms. Parsons,Ms. Lopez,White,Hispanic
Ms. Hebert,Ms. Sesay,White,Black
Mr. Zimmerman,Mr. Benallie,White,Native
Ms. Owen,Mr. Escobar,White,Hispanic
Mr. Louissaint,Mr. Bui,Black,Asian
Ms. Herrera,Mr. Calabaza,Hispanic,Native
Mr. Begum,Ms. Ajayi,Asian,Black
Mr. Chu,Ms. Beck,Asian,White
Ms. Sharma,Ms. Ng,Asian,Asian
Mr. Gomez,Mr. Mohamud,Hispanic,Black
Ms. Ma,Ms. Duffy,Asian,White
Ms. Macias,Ms. Choi,Hispanic,Asian
Mr. Osei,Ms. Gallagher,Black,White
Ms. Snyder,Ms. Asante,White,Black
Mr. Fischer,Mr. Manuelito,White,Native
Ms. Vasquez,Mr. Schroeder,Hispanic,White
Ms. Littlewhiteman,Ms. Foley,Native,White
Mr. Bangura,Ms. Bui,Black,Asian
Ms. Pineda,Ms. Velazquez,Hispanic,Hispanic
Mr. Keams,Mr. Owusu,Native,Black
Ms. Vazquez,Ms. Gomez,Hispanic,Hispanic
Mr. Bekele,Ms. Littlelight,Black,Native
Ms. Hansen,Ms. Nunez,White,Hispanic
Mr. Notafraid,Mr. Ruiz,Native,Hispanic
Ms. Chau,Mr. Vassell,Asian,Black
Mr. Wagner,Mr. Jeanlouis,White,Black
Mr. Meyer,Mr. Tsinnie,White,Native
Mr. Okafor,Ms. Chery,Black,Black
Mr. Huber,Ms. Brandt,White,White
Ms. Zhang,Mr. Arias,Asian,Hispanic
Mr. Blankenship,Mr. Lo,White,Asian
Ms. Kang,Mr. Case,Asian,White
Ms. Cardenas,Mr. Hwang,Hispanic,Asian
Mr. Dong,Mr. Bitsie,Asian,Native
Mr. Sexton,Mr. Donovan,White,White
Mr. Lin,Mr. Boateng,Asian,Black
Ms. Cosay,Ms. Sexton,Native,White
Mr. Bedonie,Ms. Wassillie,Native,Native
Ms. Boyle,Mr. Bitsuie,White,Native
